company_id,month_index,industry,company_size,employee_total,facility_area_sqm,operating_hours_per_day,operating_days_per_week,number_of_shifts,monthly_electricity_kwh,peak_demand_kw,power_factor,renewable_energy_percent,electricity_provider,diesel_liters_monthly,petrol_liters_monthly,natural_gas_kg_monthly,lpg_kg_monthly,coal_tons_monthly,furnace_oil_liters_monthly,biomass_tons_monthly,water_consumption_kl_monthly,water_recycling_percent,metal_scrap_kg_monthly,plastic_waste_kg_monthly,organic_waste_kg_monthly,paper_waste_kg_monthly,wood_waste_kg_monthly,production_volume_monthly,raw_material_consumption_tons,avg_temperature,scope1_kg,scope2_kg,scope3_kg,total_co2_kg,emission_intensity,suggest_night_shift,suggest_solar_ppa,suggest_power_factor_correction,suggest_led_lighting,suggest_waste_heat_recovery,suggest_biogas_plant,suggest_water_recycling,suggest_switch_to_png,suggest_renewable_procurement,suggest_process_optimization
C244,2,Food_Processing,Startup,290,10637.4,24,6,3,1894.04,28.41,0.85,25.49,MSEDCL,197.06,189.41,144.04,121.57,0.1385,97.8,0,145.0,18.75,173.2,69.3,34.6,34.6,0,98.7,4.94,24.860601456835923,1320.33,1157.17,987.41,3464.91,11.95,0,0,1,0,0,0,1,0,0,0
C106,7,Chemical,Startup,134,3570.0,9,5,1,10707.71,160.62,0.854,25.3,BESCOM,1342.14,150.92,980.98,147.12,0.9433,30.85,0,67.0,19.25,917.5,367.0,183.5,183.5,0,279.9,13.99,26.147371666770574,8992.35,6559.23,2798.79,18350.37,136.94,0,0,1,0,0,0,0,1,0,1
C352,5,Electronics,Mid,2328,74847.3,15,5,1,5869.89,88.05,0.974,8.66,Adani Electricity,724.06,141.34,529.22,142.88,0.5089,351.41,0,1164.0,20.7,578.7,231.5,115.7,115.7,0,232.7,11.63,21.053355242075416,4851.18,4396.32,2326.84,11574.34,4.97,0,1,0,0,0,0,0,1,0,0
C302,7,Pharmaceutical,Large,4009,74901.8,14,5,1,9467.34,142.01,0.963,24.82,Adani Electricity,1263.84,104.4,923.75,197.66,0.8882,432.26,0,2004.5,30.42,969.2,387.7,193.8,193.8,0,508.1,25.4,33.47735043812834,8467.71,5836.17,5080.63,19384.51,4.84,0,0,0,0,0,0,0,1,0,0
C010,12,Steel,Large,636,13709.2,9,7,1,134139.55,2012.09,0.856,19.87,Tata Power,11557.66,122.23,8447.6,354.18,8.1227,45.36,0,318.0,1.63,12659.9,5063.9,2532.0,2532.0,0,8762.6,438.13,20.865543926238484,77436.35,88135.22,87625.79,253197.35,398.11,0,0,1,1,1,1,0,1,0,1
C059,12,Energy,Large,4454,114923.3,12,7,2,194936.14,2924.04,0.951,10.58,MSEDCL,17573.6,112.02,12844.71,326.96,12.3507,271.72,0,2227.0,29.24,18970.0,7588.0,3794.0,3794.0,0,11871.4,593.57,22.202299784620187,117743.13,142942.45,118714.12,379399.7,85.18,0,0,0,1,1,1,0,1,1,1
C336,17,Electronics,Large,3927,166683.4,15,6,3,7264.94,108.97,0.955,21.58,MSEDCL,1056.85,146.67,772.46,203.16,0.7428,196.29,0,1963.5,14.88,731.5,292.6,146.3,146.3,0,287.7,14.39,33.72186640874854,7080.93,4671.58,2877.31,14629.82,3.73,0,0,0,0,0,0,1,1,0,0
C115,11,Chemical,Mid,838,27615.7,8,6,1,43639.54,654.59,0.938,27.72,MSEDCL,5050.08,109.1,3691.15,370.88,3.5492,394.22,0,419.0,14.45,3402.9,1361.2,680.6,680.6,0,835.8,41.79,34.18614798582483,33835.51,25863.68,8358.33,68057.52,81.21,0,1,0,1,1,1,1,1,0,0
C004,18,Steel,Mid,2608,51668.2,23,5,1,107819.39,1617.29,0.959,15.64,Tata Power,14098.99,189.51,10305.08,142.33,9.9087,349.5,0,1304.0,9.46,9987.7,3995.1,1997.5,1997.5,0,3070.4,153.52,33.224556991555254,94463.21,74586.21,30704.22,199753.65,76.59,0,0,0,0,1,1,1,1,0,0
C400,7,Construction,Large,607,26119.8,11,6,3,33526.18,502.89,0.904,18.14,Adani Electricity,3837.63,69.18,2804.96,259.92,2.6971,459.57,0,303.5,45.45,2909.7,1163.9,581.9,581.9,0,997.8,49.89,29.941439444640693,25712.14,22504.12,9978.49,58194.75,95.87,1,0,1,1,0,1,0,1,0,1
C141,15,Automotive,Startup,84,2458.0,23,5,2,7284.18,109.26,0.977,19.51,Adani Electricity,697.27,137.16,509.64,275.58,0.49,448.62,0,42.0,34.6,757.1,302.8,151.4,151.4,0,566.1,28.31,25.408955497288627,4671.74,4807.97,5661.33,15141.04,180.25,0,0,0,0,0,0,0,1,0,1
C159,5,Automotive,SME,423,13564.4,20,5,3,14525.81,217.89,0.975,16.26,MSEDCL,1302.11,131.3,951.73,101.03,0.9151,111.69,0,211.5,25.44,1433.8,573.5,286.8,286.8,0,997.7,49.88,33.48393585231503,8724.16,9974.76,9976.64,28675.56,67.79,0,0,0,0,0,1,0,1,0,1
C364,2,Construction,Large,1998,60836.7,19,7,3,18552.96,278.29,0.877,11.75,Tata Power,2775.19,117.75,2028.41,494.94,1.9504,113.33,0,999.0,45.54,2169.1,867.7,433.8,433.8,0,1136.4,56.82,24.84185577337313,18593.75,13425.58,11363.52,43382.86,21.71,0,0,1,0,0,1,0,1,1,0
C332,7,Electronics,Mid,307,8469.5,8,7,2,4216.82,63.25,0.878,4.26,MSEDCL,493.29,179.77,360.55,214.42,0.3467,244.94,0,153.5,8.22,469.9,187.9,94.0,94.0,0,278.2,13.91,32.69264422921632,3305.03,3310.34,2781.85,9397.23,30.61,0,1,1,0,0,0,1,0,0,0
C313,19,Pharmaceutical,SME,1003,28344.6,8,5,3,4679.35,70.19,0.978,19.93,MSEDCL,433.82,158.32,317.08,428.32,0.3049,287.25,0,501.5,37.31,443.0,177.2,88.6,88.6,0,288.1,14.4,22.784414492205226,2906.56,3072.21,2880.94,8859.7,8.83,0,0,0,0,1,0,0,0,1,0
C280,17,Food_Processing,Mid,1828,79967.4,18,7,1,12505.91,187.59,0.915,3.73,MSEDCL,1593.36,158.87,1164.6,306.62,1.1198,378.37,0,914.0,10.7,1344.9,538.0,269.0,269.0,0,635.0,31.75,29.674494844923263,10675.54,9872.48,6349.67,26897.7,14.71,0,1,1,0,0,1,1,1,0,0
C356,11,Electronics,Startup,339,14906.0,12,6,2,1456.35,21.85,0.954,13.07,Adani Electricity,147.96,183.86,108.14,270.76,0.104,125.25,0,169.5,34.96,132.0,52.8,26.4,26.4,0,61.0,3.05,21.706650913550426,991.31,1038.16,609.88,2639.35,7.79,0,0,0,0,0,0,0,0,0,0
C049,16,Energy,Enterprise,1776,38181.0,17,6,2,575518.15,8632.77,0.899,16.71,Tata Power,75199.67,51.33,54964.12,237.9,52.8501,241.44,0,888.0,9.22,54112.8,21645.1,10822.6,10822.6,0,18534.8,926.74,27.382482587828086,503837.81,393070.83,185347.52,1082256.16,609.38,0,0,1,1,1,1,1,1,0,1
C082,1,Chemical,Startup,330,9532.3,16,5,3,3943.67,59.15,0.965,19.01,Adani Electricity,446.55,194.06,326.39,272.43,0.3138,182.7,0,165.0,22.3,336.0,134.4,67.2,67.2,0,110.8,5.54,26.416623437062896,2991.9,2619.21,1108.26,6719.37,20.36,0,0,0,0,0,0,0,0,0,0
C343,20,Electronics,Large,2636,107672.8,12,7,2,16914.47,253.72,0.856,10.14,Adani Electricity,2463.74,81.57,1800.77,424.48,1.7315,445.42,0,1318.0,3.35,1737.6,695.0,347.5,347.5,0,578.0,28.9,34.369805171408004,16507.06,12463.92,5780.47,34751.46,13.18,1,0,1,0,0,1,1,1,1,0
C383,14,Construction,SME,23,381.5,22,7,2,7990.47,119.86,0.903,24.88,Tata Power,954.21,125.34,697.44,182.32,0.6706,107.98,0,11.5,42.08,731.3,292.5,146.3,146.3,0,331.1,16.56,22.518469897977933,6393.23,4921.8,3311.44,14626.47,635.93,0,1,1,0,0,0,0,1,0,1
C001,5,Steel,Large,1416,30940.9,20,5,1,135608.03,2034.12,0.978,18.21,BESCOM,14287.25,109.23,10442.68,217.4,10.041,7.04,0,708.0,9.94,11468.1,4587.3,2293.6,2293.6,0,4269.0,213.45,30.67012929122975,95724.59,90948.18,42689.96,229362.74,161.98,1,0,0,1,1,1,1,1,0,1
C153,6,Automotive,Enterprise,1719,66967.4,12,7,2,88137.5,1322.06,0.879,17.68,MSEDCL,9266.01,62.51,6772.61,344.57,6.5121,224.21,0,859.5,7.19,9292.4,3717.0,1858.5,1858.5,0,6427.3,321.36,27.972222101791477,62082.24,59493.38,64272.71,185848.33,108.11,0,0,0,1,0,0,1,1,0,1
C075,2,Energy,Large,1595,76920.1,10,7,1,100180.82,1502.71,0.873,1.22,MSEDCL,13712.8,55.06,10022.81,306.4,9.6373,297.13,0,797.5,17.88,11499.4,4599.8,2299.9,2299.9,0,5696.5,284.83,31.438642971403393,91875.75,81147.71,56965.1,229988.55,144.19,0,1,1,1,1,1,1,1,1,1
C205,2,Textile,Enterprise,4713,225999.4,13,5,1,76506.22,1147.59,0.871,29.91,Tata Power,6815.0,159.89,4981.15,155.33,4.7896,333.14,0,2356.5,38.73,5986.8,2394.7,1197.4,1197.4,0,3010.5,150.52,25.021545377321694,45660.51,43969.83,30104.75,119735.09,25.41,0,0,1,1,0,1,0,1,0,0
C349,3,Electronics,Startup,188,5619.4,21,5,1,467.71,7.02,0.863,14.75,BESCOM,64.03,105.63,46.8,455.41,0.045,411.6,0,94.0,41.65,49.4,19.8,9.9,9.9,0,23.3,1.16,22.71648725135877,428.99,326.94,232.53,988.45,5.26,0,0,1,0,0,0,0,0,0,1
C217,11,Textile,Enterprise,1654,68461.1,8,6,2,46867.8,703.02,0.877,21.49,MSEDCL,4115.24,177.98,3007.86,156.89,2.8922,348.79,0,827.0,27.44,4528.3,1811.3,905.7,905.7,0,3282.1,164.11,31.05237234743333,27572.08,30172.45,32821.34,90565.87,54.76,0,0,1,1,0,1,0,1,0,1
C278,4,Food_Processing,Large,2391,30292.1,12,7,2,8609.48,129.14,0.972,7.42,Adani Electricity,1362.51,95.43,995.87,166.68,0.9576,349.4,0,1195.5,5.15,988.9,395.5,197.8,197.8,0,411.2,20.56,26.16662465534509,9128.84,6535.97,4112.37,19777.19,8.27,0,1,0,0,0,0,0,1,0,0
C255,2,Food_Processing,Startup,359,5836.1,20,7,3,838.48,12.58,0.941,16.9,Adani Electricity,125.15,123.19,91.47,118.12,0.088,77.4,0,179.5,32.34,94.8,37.9,19.0,19.0,0,48.6,2.43,27.284839248043248,838.49,571.35,485.55,1895.39,5.28,0,0,0,0,1,0,0,0,0,0
C114,20,Chemical,SME,563,13875.7,18,7,3,25288.8,379.33,0.969,29.7,Adani Electricity,2323.15,56.49,1698.01,249.57,1.6327,173.12,0,281.5,12.24,2129.5,851.8,425.9,425.9,0,1244.7,62.24,29.814310038565175,15565.07,14577.64,12447.41,42590.12,75.65,0,0,0,0,0,1,1,1,0,1
C194,12,Manufacturing,SME,333,5355.2,21,6,3,10982.4,164.74,0.918,17.74,MSEDCL,1469.63,67.17,1074.17,235.85,1.0329,386.54,0,166.5,41.55,1001.4,400.6,200.3,200.3,0,277.4,13.87,25.17861160322761,9846.53,7407.83,2774.24,20028.59,60.15,0,0,1,0,0,1,0,1,0,1
C362,1,Construction,SME,266,5089.0,13,6,2,5558.1,83.37,0.851,4.9,Tata Power,734.75,199.42,537.04,394.48,0.5164,251.92,0,133.0,6.37,681.9,272.7,136.4,136.4,0,438.0,21.9,26.833631165006235,4922.83,4334.31,4380.02,13637.15,51.27,0,1,1,0,1,0,1,1,0,1
C270,2,Food_Processing,SME,260,5760.9,21,5,3,1743.29,26.15,0.972,12.13,Adani Electricity,276.81,104.11,202.32,336.38,0.1945,148.16,0,130.0,41.92,201.8,80.7,40.4,40.4,0,92.5,4.62,27.24764972293971,1854.63,1256.1,924.77,4035.5,15.52,0,0,0,0,0,1,0,0,0,0
C176,3,Manufacturing,Startup,137,5037.0,8,7,2,3393.25,50.9,0.96,8.07,Tata Power,428.68,158.99,313.33,166.69,0.3013,376.59,0,68.5,33.74,337.6,135.0,67.5,67.5,0,132.2,6.61,34.9166600097773,2872.15,2557.8,1322.04,6751.98,49.28,0,1,0,0,0,0,0,0,0,0
C094,20,Chemical,Enterprise,5278,206987.6,12,6,1,232364.72,3485.47,0.961,24.61,BESCOM,25185.62,147.32,18408.4,420.65,17.7004,308.05,0,2639.0,7.84,18595.6,7438.3,3719.1,3719.1,0,5952.7,297.64,32.79743588075297,168743.65,143641.96,59527.29,371912.89,70.46,0,0,1,1,1,0,1,0,0,1
C118,9,Chemical,Enterprise,10988,280307.5,20,5,3,143498.15,2152.47,0.866,6.6,Adani Electricity,15732.47,198.06,11499.01,147.81,11.0567,136.21,0,5494.0,34.12,14767.6,5907.0,2953.5,2953.5,0,8004.3,400.22,23.559680136521763,105407.56,109901.42,80043.01,295351.99,26.88,1,1,1,1,1,1,0,1,1,0
C045,6,Energy,SME,1255,13463.6,14,5,1,34673.56,520.1,0.854,16.97,Adani Electricity,4732.05,128.84,3458.7,136.5,3.3257,218.22,0,627.5,29.09,3497.5,1399.0,699.5,699.5,0,1463.8,73.19,27.831103567059998,31704.72,23608.26,14637.59,69950.58,55.74,0,0,1,1,1,1,0,1,0,1
C135,5,Automotive,Enterprise,6118,174515.1,21,5,2,83397.21,1250.96,0.892,5.07,BESCOM,12053.18,154.38,8809.78,184.88,8.4709,426.16,0,3059.0,9.72,10323.0,4129.2,2064.6,2064.6,0,6078.4,303.92,26.23831099361318,80756.29,64919.75,60783.55,206459.58,33.75,1,1,1,1,0,1,1,1,1,0
C115,18,Chemical,Mid,1659,41891.4,10,7,2,27967.06,419.51,0.903,9.98,Adani Electricity,4417.84,181.84,3229.04,382.35,3.1048,437.69,0,829.5,6.97,3136.8,1254.7,627.4,627.4,0,1249.1,62.46,25.984706068419534,29599.54,20645.25,12491.06,62735.84,37.82,0,1,1,1,1,0,1,1,1,0
C033,9,Steel,SME,1416,59710.1,11,6,1,22954.11,344.31,0.916,4.02,BESCOM,3511.66,83.7,2566.7,390.75,2.468,353.93,0,708.0,7.66,2872.6,1149.1,574.5,574.5,0,1585.8,79.29,33.72127747138104,23528.11,18066.04,15858.4,57452.56,40.57,0,1,1,1,1,1,1,1,1,0
C146,20,Automotive,SME,230,7043.4,8,6,1,24594.93,368.92,0.913,29.94,Adani Electricity,2588.45,184.53,1891.92,487.34,1.8192,205.03,0,115.0,3.51,2274.0,909.6,454.8,454.8,0,1400.7,70.03,29.95004149018223,17342.62,14130.56,14006.86,45480.04,197.74,0,0,1,1,0,1,1,1,0,1
C020,15,Steel,Large,1096,43227.8,15,6,1,52156.41,782.35,0.975,7.09,MSEDCL,4644.12,177.74,3394.43,445.52,3.2639,203.39,0,548.0,38.12,5128.9,2051.6,1025.8,1025.8,0,3172.9,158.64,22.1581423308467,31115.61,39734.17,31728.82,102578.6,93.59,0,1,1,1,1,1,0,1,1,1
C365,2,Construction,Startup,154,6504.2,17,5,1,1745.17,26.18,0.863,16.76,Adani Electricity,191.24,192.02,139.78,297.92,0.1344,311.88,0,77.0,18.31,190.0,76.0,38.0,38.0,0,132.7,6.63,34.57619922055425,1281.28,1191.2,1326.77,3799.25,24.67,0,0,1,0,0,0,0,0,0,0
C399,14,Construction,Large,3948,127061.6,15,7,3,15209.33,228.14,0.89,11.37,Adani Electricity,1625.27,126.15,1187.92,429.55,1.1422,34.27,0,1974.0,0.96,1566.3,626.5,313.3,313.3,0,938.2,46.91,29.717575392721837,10889.28,11054.2,9381.53,31325.01,7.93,0,0,1,0,0,1,1,1,1,0
C111,5,Chemical,SME,117,5299.5,11,7,1,27647.25,414.71,0.926,21.73,MSEDCL,2648.92,195.77,1936.12,492.25,1.8617,128.85,0,58.5,0.47,2477.0,990.8,495.4,495.4,0,1404.8,70.24,29.688756532900005,17747.77,17744.65,14048.04,49540.46,423.42,0,0,0,1,0,1,0,1,0,1
C064,17,Energy,Enterprise,4887,201879.0,12,7,3,531450.74,7971.76,0.883,13.54,MSEDCL,55800.68,114.34,40785.23,209.9,39.2166,289.68,0,2443.5,2.93,60014.7,24005.9,12002.9,12002.9,0,44966.1,2248.31,22.24516258355673,373864.56,376767.28,449661.37,1200293.22,245.61,0,0,1,0,1,1,1,1,1,1
C218,5,Textile,Enterprise,413,10498.2,24,6,3,22566.18,338.49,0.864,22.7,MSEDCL,2262.61,126.6,1653.77,291.93,1.5902,282.8,0,206.5,17.89,2302.1,920.8,460.4,460.4,0,1657.9,82.89,30.511657831438264,15159.52,14303.39,16578.84,46041.75,111.48,0,0,1,1,0,1,0,1,0,1
C032,13,Steel,Startup,206,6681.1,15,7,3,5614.24,84.21,0.876,11.89,BESCOM,866.77,155.8,633.53,305.29,0.6092,292.95,0,103.0,8.98,610.1,244.0,122.0,122.0,0,233.7,11.69,31.025347972672556,5807.33,4056.43,2337.27,12201.04,59.23,0,0,1,0,0,0,1,1,0,1
C359,1,Electronics,Startup,49,1378.0,21,6,2,1000.38,15.01,0.952,21.45,MSEDCL,127.86,191.3,93.45,202.99,0.0899,346.8,0,24.5,21.88,97.6,39.0,19.5,19.5,0,45.1,2.25,23.069473226911633,856.63,644.36,450.9,1951.89,39.83,0,0,0,0,0,0,0,0,0,0
C036,14,Steel,Large,3265,42190.6,21,6,1,100802.55,1512.04,0.89,3.82,BESCOM,13984.54,100.18,10221.43,103.53,9.8283,95.19,0,1632.5,47.05,11462.2,4584.9,2292.4,2292.4,0,5604.6,280.23,27.817233582576357,93696.43,79501.56,56046.24,229244.23,70.21,1,1,1,1,1,1,0,1,1,1
C169,16,Manufacturing,SME,74,2147.2,10,6,2,9720.82,145.81,0.967,23.87,Adani Electricity,1178.32,79.7,861.25,430.63,0.8281,330.35,0,37.0,0.61,981.9,392.8,196.4,196.4,0,567.5,28.38,27.527970239672864,7894.75,6068.34,5675.34,19638.42,265.38,0,0,0,0,0,0,1,1,0,1
C062,1,Energy,SME,408,10740.6,18,6,2,51278.51,769.18,0.962,19.99,BESCOM,6027.1,160.55,4405.26,364.9,4.2358,273.56,0,204.0,44.08,4640.7,1856.3,928.1,928.1,0,1878.9,93.95,26.733900639033415,40381.57,33643.79,18789.27,92814.63,227.49,0,1,0,1,0,1,0,1,0,1
C080,19,Energy,Mid,638,28818.2,21,7,3,70406.24,1056.09,0.873,26.74,MSEDCL,6622.79,155.41,4840.66,486.0,4.6545,226.82,0,319.0,31.62,6546.4,2618.6,1309.3,1309.3,0,4425.8,221.29,28.087863060837975,44372.69,42297.99,44257.72,130928.39,205.22,0,0,1,1,1,1,0,1,0,1
C087,6,Chemical,Mid,2019,72711.6,20,7,1,50283.46,754.25,0.954,24.01,Adani Electricity,6131.45,161.72,4481.53,119.12,4.3092,22.95,0,1009.5,40.54,4782.7,1913.1,956.5,956.5,0,2324.1,116.21,26.514022415955065,41080.7,31332.44,23241.42,95654.56,47.38,1,1,0,1,1,1,0,1,0,0
C062,9,Energy,SME,1390,19762.9,24,5,3,32969.22,494.54,0.891,5.88,BESCOM,5533.32,113.31,4044.35,400.94,3.8888,370.72,0,695.0,2.0,3849.2,1539.7,769.8,769.8,0,1446.6,72.33,30.143702180927598,37073.23,25445.46,14465.9,76984.6,55.38,0,1,1,1,1,1,1,1,0,1
C277,5,Food_Processing,SME,984,36460.6,14,6,2,6679.44,100.19,0.898,22.25,BESCOM,492.09,188.79,359.67,248.33,0.3458,95.59,0,492.0,2.71,537.0,214.8,107.4,107.4,0,318.4,15.92,23.90702631834898,3297.02,4258.39,3183.85,10739.26,10.91,0,0,1,0,0,0,1,0,0,0
C022,3,Steel,Mid,1517,74722.7,18,7,1,60959.95,914.4,0.972,25.28,Adani Electricity,4647.11,189.26,3396.62,126.25,3.266,274.71,0,758.5,29.54,4698.7,1879.5,939.7,939.7,0,2548.6,127.43,29.79092185665836,31135.64,37352.33,25485.83,93973.81,61.95,0,0,0,1,1,1,0,1,0,1
C352,16,Electronics,Mid,641,24752.2,24,6,3,6838.63,102.58,0.876,6.49,Adani Electricity,937.18,183.96,685.0,246.11,0.6587,499.7,0,320.5,40.19,868.5,347.4,173.7,173.7,0,584.8,29.24,29.060574674679646,6279.14,5243.71,5847.96,17370.81,27.1,0,0,1,0,0,1,0,1,0,0
C190,6,Manufacturing,Mid,1640,56947.2,22,7,3,18236.69,273.55,0.951,4.33,BESCOM,3069.39,160.73,2243.45,473.9,2.1572,211.45,0,820.0,29.23,2364.0,945.6,472.8,472.8,0,1240.8,62.04,23.105516063267665,20564.92,14306.78,12408.06,47279.76,28.83,1,1,0,0,0,1,0,1,1,0
C244,15,Food_Processing,Startup,360,16942.5,21,6,3,2418.97,36.28,0.881,12.5,Tata Power,251.17,185.29,183.58,211.29,0.1765,346.93,0,180.0,8.24,259.4,103.8,51.9,51.9,0,177.0,8.85,34.36920617999875,1682.82,1735.58,1770.34,5188.75,14.41,0,0,1,0,0,0,1,0,0,0
C073,11,Energy,Enterprise,2736,88459.1,22,6,3,253321.28,3799.82,0.928,8.98,MSEDCL,24797.79,122.5,18124.93,243.71,17.4278,162.76,0,1368.0,13.38,25018.8,10007.5,5003.8,5003.8,0,14516.1,725.8,28.16821780568716,166145.18,189069.69,145160.71,500375.58,182.89,1,1,0,1,1,1,1,1,1,1
C276,19,Food_Processing,Enterprise,7395,276105.4,24,7,2,74564.51,1118.47,0.872,17.31,Adani Electricity,7541.66,119.73,5512.27,299.01,5.3003,153.89,0,3697.5,18.98,7537.4,3015.0,1507.5,1507.5,0,4965.8,248.29,25.88490384455492,50529.11,50560.97,49658.09,150748.18,20.39,1,0,1,1,0,1,1,1,0,0
C265,11,Food_Processing,Large,4431,196790.4,13,6,2,10166.43,152.5,0.939,7.39,Adani Electricity,1304.2,189.06,953.25,284.63,0.9166,491.39,0,2215.5,47.76,1004.4,401.7,200.9,200.9,0,362.9,18.14,20.30177979285649,8738.13,7720.41,3628.91,20087.45,4.53,0,1,0,0,0,1,0,1,0,0
C173,19,Manufacturing,Large,2047,98058.4,14,6,1,29585.47,443.78,0.933,14.72,Adani Electricity,4309.84,193.03,3150.1,327.58,3.0289,348.04,0,1023.5,4.43,3062.6,1225.0,612.5,612.5,0,1168.7,58.44,33.15986068887122,28875.94,20687.86,11687.27,61251.07,29.92,0,0,0,0,0,0,1,1,1,0
C276,10,Food_Processing,Enterprise,11441,554330.1,16,5,2,60495.77,907.44,0.958,10.66,BESCOM,5817.7,148.47,4252.21,408.75,4.0887,319.23,0,5720.5,14.48,5667.5,2267.0,1133.5,1133.5,0,3005.2,150.26,24.62248440515446,38978.58,44319.81,30052.12,113350.51,9.91,0,0,0,1,0,1,1,1,1,0
C071,9,Energy,SME,201,5986.3,11,5,2,48605.09,729.08,0.912,24.41,Adani Electricity,3965.65,64.93,2898.53,182.01,2.787,0.8,0,100.5,18.65,4063.0,1625.2,812.6,812.6,0,2456.3,122.82,24.36767251850558,26569.84,30127.41,24563.06,81260.31,404.28,0,0,1,1,1,1,1,1,0,1
C009,1,Steel,Large,2259,94731.6,10,7,3,89163.86,1337.46,0.949,23.67,MSEDCL,8945.47,97.83,6538.33,332.88,6.2869,185.59,0,1129.5,30.05,8439.7,3375.9,1687.9,1687.9,0,5305.1,265.25,30.58378793965737,59934.66,55808.52,53050.61,168793.79,74.72,0,0,0,1,0,1,0,1,0,1
C218,5,Textile,Enterprise,413,10498.2,24,6,3,22566.18,338.49,0.864,22.7,MSEDCL,2262.61,126.6,1653.77,291.93,1.5902,282.8,0,206.5,17.89,2302.1,920.8,460.4,460.4,0,1657.9,82.89,30.511657831438264,15159.52,14303.39,16578.84,46041.75,111.48,0,0,1,1,0,1,1,1,0,1
C239,3,Textile,SME,1379,47720.1,18,7,3,7863.72,117.96,0.88,8.52,BESCOM,824.33,60.53,602.51,313.55,0.5793,172.63,0,689.5,19.5,761.5,304.6,152.3,152.3,0,380.8,19.04,23.5322672105281,5522.98,5898.93,3807.9,15229.81,11.04,0,1,1,0,0,0,1,1,0,0
C248,16,Food_Processing,SME,354,13704.0,22,7,2,4723.41,70.85,0.947,4.93,Adani Electricity,725.01,163.88,529.91,187.03,0.5095,408.97,0,177.0,48.45,576.3,230.5,115.3,115.3,0,298.7,14.94,30.749292689505708,4857.54,3682.18,2987.2,11526.92,32.56,0,1,0,0,0,0,0,1,0,0
C096,9,Chemical,Enterprise,11978,319380.8,11,6,3,75835.54,1137.53,0.878,7.73,Tata Power,10371.12,184.89,7580.35,211.44,7.2888,288.49,0,5989.0,5.77,7470.3,2988.1,1494.1,1494.1,0,2254.2,112.71,26.927672065056342,69486.52,57376.5,22542.32,149405.34,12.47,0,1,1,1,1,1,1,1,1,0
C170,14,Manufacturing,Large,57,1227.0,18,5,1,32657.36,489.86,0.893,7.82,MSEDCL,3654.51,87.65,2671.12,442.95,2.5684,44.55,0,28.5,47.77,3339.3,1335.7,667.9,667.9,0,1761.6,88.08,27.54523633771153,24485.23,24683.85,17615.95,66785.04,1171.67,0,1,1,0,0,1,1,1,1,1
C271,6,Food_Processing,Mid,1026,29545.7,8,5,2,5754.42,86.32,0.91,8.57,Tata Power,770.05,181.63,562.83,164.92,0.5412,250.42,0,513.0,46.44,550.5,220.2,110.1,110.1,0,153.5,7.68,32.314738139174096,5159.32,4314.27,1535.43,11009.01,10.73,0,1,1,0,0,0,0,1,0,0
C053,12,Energy,Enterprise,5270,115938.2,21,7,3,273628.3,4104.42,0.898,17.89,Tata Power,33511.53,146.55,24493.88,197.49,23.5518,11.17,0,2635.0,40.44,26060.0,10424.0,5212.0,5212.0,0,11243.8,562.19,27.3670780354374,224527.26,184234.86,112438.28,521200.4,98.9,0,0,1,1,1,1,0,1,0,1
C064,9,Energy,Enterprise,5744,121135.2,12,5,2,533544.23,8003.16,0.915,26.67,MSEDCL,66438.39,189.04,48560.43,397.6,46.6927,154.68,0,2872.0,28.09,45830.4,18332.2,9166.1,9166.1,0,15065.2,753.26,33.67405276789435,445137.24,320818.61,150652.44,916608.29,159.58,0,0,1,1,1,1,0,1,0,1
C312,15,Pharmaceutical,SME,89,2268.0,9,5,2,4169.72,62.55,0.869,25.98,Tata Power,486.15,143.76,355.33,232.62,0.3417,130.79,0,44.5,19.85,396.6,158.6,79.3,79.3,0,214.4,10.72,26.58938062747385,3257.21,2530.74,2143.85,7931.79,89.12,0,0,1,0,0,0,0,0,0,1
C014,5,Steel,Large,4892,237897.4,11,5,1,49611.13,744.17,0.877,0.19,BESCOM,5701.88,150.66,4167.55,422.17,4.0073,473.38,0,2446.0,20.01,6204.7,2481.9,1240.9,1240.9,0,4528.7,226.44,31.749469744340715,38202.57,40603.28,45287.35,124093.2,25.37,1,1,1,1,1,1,0,1,1,0
C230,13,Textile,Mid,2354,96406.1,13,7,1,14487.2,217.31,0.893,11.86,MSEDCL,1219.63,176.18,891.44,296.87,0.8572,295.8,0,1177.0,5.07,1353.7,541.5,270.7,270.7,0,843.3,42.16,25.68933456499748,8171.53,10470.68,8432.7,27074.91,11.5,0,0,1,0,0,1,1,1,1,0
C092,4,Chemical,Startup,467,21125.6,24,5,2,7020.32,105.3,0.857,6.42,MSEDCL,920.62,154.97,672.89,361.59,0.647,353.2,0,233.5,35.33,809.0,323.6,161.8,161.8,0,462.5,23.13,34.472088797733925,6168.19,5386.94,4625.08,16180.2,34.65,0,1,1,0,0,0,1,1,0,0
C131,14,Automotive,Startup,371,10209.1,11,5,1,3769.06,56.54,0.942,8.28,Tata Power,469.29,55.93,343.01,362.45,0.3298,319.76,0,185.5,19.16,357.5,143.0,71.5,71.5,0,117.2,5.86,27.022470185106773,3144.23,2834.64,1171.71,7150.58,19.27,0,1,0,0,0,0,1,0,0,0
